crop,region,season,crop_variety,growth_stage,application_time,soil_type,soil_ph,organic_matter,fertility_index,soil_moisture,drainage,rainfall_mm,temperature,humidity,sunshine_hours,nitrogen,phosphorus,potassium,fertilizer_type,application_method,planting_density,irrigation,previous_crop,pest_pressure,disease_risk,farmer_experience_years,farm_size_hectares,fertilizer_cost,yield_ton_per_ha,revenue,labour_cost,transport_cost,total_cost,profit,environmental_score,sustainability
Groundnut,Volta,Major,Yenyawoso,Vegetative,Evening,Clay Loam,7.44,5.45,95,54,Moderate,1358,30.9,91,8.1,18,57,43,NPK 15-15-15,Broadcast,25357,Sprinkler,Maize,Medium,High,17,1.56,708,2.07,8694.0,1034,527,2269,6425.0,96.82,Excellent
Cassava,Northern,Major,Ampong,Planting,Morning,Sandy Loam,6.23,2.75,71,44,Moderate,1024,35.7,75,5.3,75,30,98,Ammonium Sulphate,Broadcast,26960,None,Rice,Medium,High,27,2.5,1218,10.0,9000.0,990,594,2802,6198.0,91.86,Excellent
Groundnut,Eastern,Major,Yenyawoso,Vegetative,Evening,Sandy Loam,6.57,2.98,92,56,Moderate,1310,29.4,60,9.5,12,84,72,NPK 15-15-15,Side Dressing,19157,Flood,Onion,Medium,Medium,7,1.06,1008,2.56,10752.0,1007,427,2442,8310.0,88.42,Good
Tomato,Bono,Minor,Roma,Flowering,Morning,Clay,5.74,3.67,74,64,Low,1339,27.5,57,5.3,177,79,118,NPK 23-10-10,Broadcast,27273,Drip,Cassava,Medium,Low,22,2.75,2244,20.03,50075.0,1145,519,3908,46167.0,94.56,Excellent
Pepper,Ashanti,Major,Legon 18,Flowering,Evening,Sandy Loam,5.85,3.95,59,42,Moderate,1362,25.4,91,6.7,141,50,96,NPK 15-15-15,Broadcast,28342,Flood,Soybean,Medium,Medium,15,12.61,1722,8.08,28280.0,599,445,2766,25514.0,91.1,Excellent
Maize,Oti,Major,Abontem,Vegetative,Evening,Sandy Loam,6.44,3.52,66,44,Moderate,1397,28.3,92,5.1,89,81,49,Urea,Broadcast,26688,Sprinkler,Onion,Medium,High,1,12.26,1314,3.86,12352.0,1196,511,3021,9331.0,88.18,Good
Soybean,Volta,Minor,Anidaso,Flowering,Evening,Clay Loam,6.7,3.44,51,40,Moderate,1398,30.8,75,6.1,15,91,47,Ammonium Sulphate,Broadcast,28223,Flood,Pepper,Medium,Medium,28,6.56,918,2.0,10000.0,1139,440,2497,7503.0,90.34,Excellent
Onion,Upper East,Minor,Red Creole,Flowering,Evening,Clay,5.88,2.69,58,66,Low,742,30.9,73,8.3,120,45,114,NPK 15-15-15,Band Placement,18450,Sprinkler,Groundnut,Low,Low,18,0.89,1674,12.0,33600.0,1062,341,3077,30523.0,90.58,Excellent
Cowpea,Volta,Minor,Asontem,Fruiting,Evening,Clay,6.37,2.67,80,63,Low,1344,25.3,86,5.4,39,47,66,NPK 15-15-15,Side Dressing,20018,None,Tomato,Medium,Low,4,0.96,912,1.91,9168.0,426,535,1873,7295.0,91.04,Excellent
Groundnut,Upper East,Major,Nkate SARI,Flowering,Afternoon,Sandy,6.49,1.07,61,37,High,910,35.8,81,6.0,0,54,45,Ammonium Sulphate,Side Dressing,20957,Sprinkler,Yam,High,Medium,19,9.36,594,1.5,6300.0,1155,587,2336,3964.0,93.28,Excellent
Plantain,Bono East,Major,Apantu,Fruiting,Afternoon,Loam,6.37,2.98,78,44,Moderate,1277,28.7,69,9.6,190,73,254,Urea,Band Placement,26587,Flood,Groundnut,Low,Low,5,2.75,3102,13.34,17342.0,610,303,4015,13327.0,93.74,Excellent
Cassava,Bono East,Major,Ampong,Vegetative,Evening,Clay Loam,7.41,3.6,55,48,Moderate,1123,28.4,51,7.7,51,45,63,NPK 15-15-15,Broadcast,19628,None,Yam,High,Low,15,2.27,954,10.0,9000.0,919,279,2152,6848.0,88.82,Good
Cassava,Western,Major,Afisiafi,Planting,Evening,Sandy,6.22,2.48,90,80,High,1754,27.1,52,8.2,115,50,60,Ammonium Sulphate,Broadcast,20293,Flood,Tomato,Medium,High,14,2.08,1350,16.59,14931.0,1200,570,3120,11811.0,89.7,Good
Plantain,Upper West,Minor,Apantu,Harvest,Evening,Clay Loam,6.45,4.76,77,49,Moderate,1059,27.2,88,8.4,239,110,272,Urea,Broadcast,24718,Drip,Onion,High,Low,6,6.12,3726,12.6,16380.0,745,379,4850,11530.0,84.62,Good
Plantain,Greater Accra,Major,Apantu,Flowering,Morning,Clay Loam,6.55,3.86,65,51,Moderate,781,26.5,47,7.6,198,108,243,NPK 15-15-15,Broadcast,26657,Sprinkler,Maize,High,Medium,29,4.33,3294,12.0,15600.0,652,449,4395,11205.0,94.42,Excellent
Cassava,Western North,Minor,Ampong,Harvest,Morning,Sandy Loam,5.91,2.64,78,63,Moderate,1740,26.2,58,6.4,69,27,97,NPK 15-15-15,Broadcast,24891,Flood,Cowpea,Low,Low,27,11.54,1158,13.8,12420.0,738,202,2098,10322.0,90.3,Excellent
Soybean,Upper East,Minor,Jenguma,Vegetative,Morning,Clay Loam,7.13,5.14,73,48,Moderate,851,31.5,89,8.9,25,49,77,Ammonium Sulphate,Broadcast,21504,Drip,Yam,Medium,High,15,1.45,906,2.0,10000.0,925,535,2366,7634.0,91.42,Excellent
Groundnut,Bono East,Major,Nkate SARI,Harvest,Evening,Loam,6.67,3.59,99,72,Moderate,1272,30.0,82,7.1,45,76,64,NPK 23-10-10,Side Dressing,18106,Flood,Cocoa,Medium,High,30,0.56,1110,3.09,12978.0,977,597,2684,10294.0,90.36,Excellent
Onion,Bono East,Major,Red Creole,Planting,Morning,Clay Loam,7.07,5.05,61,42,Moderate,1294,27.5,95,5.8,138,61,80,Ammonium Sulphate,Band Placement,20944,Drip,Cowpea,Medium,Low,15,14.09,1674,13.42,37576.0,669,384,2727,34849.0,92.94,Excellent
Cassava,Ahafo,Major,Afisiafi,Vegetative,Afternoon,Clay,5.58,2.24,94,22,Low,1269,23.7,78,9.1,118,60,85,NPK 23-10-10,Broadcast,29194,Sprinkler,Yam,High,High,25,3.51,1578,15.8,14220.0,772,302,2652,11568.0,89.66,Good
Pepper,Upper West,Minor,Cayenne,Fruiting,Afternoon,Sandy,6.0,1.96,45,67,High,937,36.3,66,7.4,108,47,108,Ammonium Sulphate,Band Placement,20664,Sprinkler,Groundnut,High,Medium,16,3.48,1578,8.0,28000.0,1048,376,3002,24998.0,90.62,Excellent
Cowpea,Northern,Major,Asontem,Fruiting,Morning,Sandy,5.08,2.44,66,75,High,1056,36.8,65,6.5,1,34,66,Urea,Band Placement,18231,Drip,Cocoa,High,High,12,2.52,606,1.2,5760.0,930,525,2061,3699.0,76.18,Good
Tomato,Northern,Minor,Roma,Vegetative,Afternoon,Sandy Loam,6.99,3.06,90,21,Moderate,921,31.7,53,5.5,189,76,109,Urea,Broadcast,27771,Flood,Groundnut,Low,Medium,29,5.65,2244,15.31,38275.0,401,262,2907,35368.0,90.12,Excellent
Soybean,Bono,Minor,Jenguma,Flowering,Morning,Sandy Loam,6.66,3.54,82,30,Moderate,1203,27.2,74,8.7,38,84,56,NPK 15-15-15,Broadcast,18085,Drip,Cocoa,High,High,8,1.19,1068,2.46,12300.0,644,220,1932,10368.0,94.76,Excellent
Pepper,Savannah,Minor,Legon 18,Vegetative,Evening,Clay,5.58,2.95,77,72,Low,1080,31.8,55,8.4,142,60,98,NPK 23-10-10,Broadcast,24992,Sprinkler,Cowpea,Medium,High,1,11.41,1800,8.16,28560.0,924,445,3169,25391.0,93.48,Excellent
Yam,Ashanti,Minor,Lariboko,Harvest,Morning,Clay,6.54,2.67,70,27,Low,1207,30.4,84,5.7,136,41,114,Urea,Side Dressing,25747,Drip,Pepper,High,Medium,26,2.1,1746,10.0,22000.0,689,374,2809,19191.0,88.26,Good
Soybean,Ahafo,Minor,Jenguma,Planting,Evening,Clay Loam,7.38,4.83,94,42,Moderate,1446,26.3,89,5.1,70,86,44,Urea,Broadcast,30441,Sprinkler,Rice,Low,Medium,1,10.39,1200,3.81,19050.0,791,217,2208,16842.0,86.4,Good
Maize,Bono East,Major,Obatanpa,Fruiting,Morning,Loam,6.83,4.88,72,83,Moderate,1252,29.9,76,7.0,102,39,57,NPK 23-10-10,Band Placement,21940,Flood,Cassava,Medium,High,30,9.5,1188,3.5,11200.0,982,332,2502,8698.0,89.08,Good
Groundnut,Bono East,Major,Nkate SARI,Flowering,Afternoon,Sandy Loam,6.4,3.75,52,23,Moderate,1207,27.6,61,5.3,44,45,51,NPK 23-10-10,Broadcast,29908,Drip,Onion,Medium,High,9,14.13,840,1.5,6300.0,442,251,1533,4767.0,93.1,Excellent
Onion,Central,Major,Red Creole,Flowering,Evening,Clay Loam,6.05,5.16,96,55,Moderate,1654,25.0,56,5.2,137,41,90,Urea,Band Placement,21595,None,Cowpea,High,Medium,15,13.64,1608,21.07,58996.0,661,479,2748,56248.0,90.96,Excellent
Plantain,Bono East,Minor,Apem,Harvest,Morning,Sandy Loam,6.15,2.44,73,46,Moderate,1253,29.8,69,6.0,179,95,265,NPK 15-15-15,Side Dressing,24327,Flood,Cassava,Medium,Low,20,7.68,3234,12.0,15600.0,413,541,4188,11412.0,92.42,Excellent
Pepper,Volta,Minor,Bird Eye,Harvest,Evening,Sandy Loam,6.62,2.74,82,48,Moderate,1517,30.7,63,6.7,132,69,88,NPK 15-15-15,Broadcast,21412,None,Cowpea,High,Medium,6,12.87,1734,12.22,42770.0,1004,252,2990,39780.0,95.46,Excellent
Groundnut,Western North,Minor,Nkate SARI,Flowering,Morning,Clay Loam,6.32,3.91,98,36,Moderate,1829,28.0,92,9.5,10,45,59,NPK 23-10-10,Side Dressing,28402,Sprinkler,Yam,High,High,7,10.13,684,2.49,10458.0,734,283,1701,8757.0,84.38,Good
Maize,Ashanti,Major,Abontem,Vegetative,Afternoon,Loam,6.42,4.65,63,32,Moderate,1452,23.3,69,6.9,97,79,35,NPK 15-15-15,Band Placement,22890,Drip,Onion,Medium,Medium,30,10.71,1266,3.5,11200.0,1103,465,2834,8366.0,90.78,Excellent
Plantain,Savannah,Minor,Oniaba,Fruiting,Morning,Loam,7.06,4.55,95,34,Moderate,1008,29.8,95,5.1,197,68,269,NPK 23-10-10,Broadcast,31878,None,Plantain,Medium,Medium,14,11.34,3204,12.61,16393.0,460,456,4120,12273.0,91.2,Excellent
Maize,Upper West,Minor,Abontem,Planting,Morning,Clay Loam,6.55,3.98,54,53,Moderate,927,31.7,93,5.3,90,80,39,Ammonium Sulphate,Broadcast,28361,None,Cocoa,Medium,Medium,5,7.21,1254,3.5,11200.0,1048,549,2851,8349.0,90.02,Excellent
Cowpea,Bono East,Minor,Asontem,Fruiting,Afternoon,Clay Loam,6.12,5.06,52,85,Moderate,1064,32.7,94,5.8,0,36,57,Ammonium Sulphate,Band Placement,26689,Drip,Groundnut,Low,Low,27,7.88,558,1.2,5760.0,1192,496,2246,3514.0,90.06,Excellent
Cocoa,Bono East,Major,Amazon,Flowering,Evening,Sandy Loam,6.43,2.34,45,60,Moderate,1207,32.1,58,6.9,102,69,113,Urea,Broadcast,24173,Drip,Cowpea,Low,Low,22,2.53,1704,0.6,10800.0,510,336,2550,8250.0,91.3,Excellent
Pepper,Western North,Major,Cayenne,Planting,Morning,Clay,5.66,3.35,52,46,Low,1979,26.6,54,7.8,129,50,116,Ammonium Sulphate,Side Dressing,18784,Drip,Cassava,Medium,High,28,3.85,1770,8.1,28350.0,632,425,2827,25523.0,86.34,Good
Yam,Eastern,Major,Pona,Flowering,Morning,Sandy,6.3,1.93,91,24,High,1346,28.1,67,9.8,129,74,102,NPK 23-10-10,Side Dressing,28597,Flood,Cassava,Medium,Low,22,4.23,1830,15.02,33044.0,618,268,2716,30328.0,88.46,Good
Maize,Bono East,Major,Obatanpa,Fruiting,Morning,Sandy,6.5,1.15,53,62,High,1279,31.3,94,7.3,148,51,18,NPK 15-15-15,Side Dressing,19266,None,Plantain,Low,Medium,25,7.93,1302,3.5,11200.0,990,444,2736,8464.0,89.02,Good
Onion,Savannah,Major,Red Creole,Planting,Morning,Clay Loam,6.97,5.09,97,57,Moderate,1187,36.6,56,7.3,87,62,68,Ammonium Sulphate,Band Placement,30448,Sprinkler,Pepper,High,Medium,18,7.36,1302,12.9,36120.0,468,280,2050,34070.0,91.46,Excellent
Yam,Greater Accra,Minor,Lariboko,Harvest,Morning,Clay Loam,6.86,4.82,55,39,Moderate,713,30.3,77,5.8,130,64,110,Ammonium Sulphate,Side Dressing,20690,None,Cassava,Low,High,6,11.29,1824,10.0,22000.0,1174,242,3240,18760.0,91.92,Excellent
Yam,Ahafo,Minor,Lariboko,Planting,Morning,Loam,7.17,3.95,67,56,Moderate,1235,25.1,72,6.2,131,43,109,NPK 23-10-10,Broadcast,21552,Drip,Pepper,High,High,5,6.23,1698,10.0,22000.0,746,333,2777,19223.0,88.7,Good
Yam,Bono East,Major,Pona,Planting,Afternoon,Sandy Loam,6.34,2.69,64,74,Moderate,1209,28.4,54,6.8,95,46,117,Urea,Side Dressing,24248,Sprinkler,Yam,Medium,Medium,12,9.23,1548,10.0,22000.0,722,203,2473,19527.0,95.48,Excellent
Maize,Western,Minor,Obatanpa,Fruiting,Evening,Sandy Loam,5.89,3.33,54,31,Moderate,1745,26.4,75,7.9,120,36,53,NPK 23-10-10,Broadcast,22721,None,Maize,Low,Low,14,6.61,1254,3.5,11200.0,872,444,2570,8630.0,92.38,Excellent
Yam,Western North,Minor,Pona,Fruiting,Morning,Sandy,6.08,1.42,53,80,High,2114,21.6,49,5.9,111,62,114,Ammonium Sulphate,Side Dressing,25018,Sprinkler,Soybean,High,Medium,7,11.96,1722,10.0,22000.0,804,201,2727,19273.0,88.5,Good
Cowpea,Ahafo,Major,Asontem,Vegetative,Evening,Loam,6.22,4.51,71,33,Moderate,1322,27.2,79,6.5,27,71,45,NPK 23-10-10,Side Dressing,19202,None,Yam,High,Medium,27,6.57,858,1.84,8832.0,966,313,2137,6695.0,95.22,Excellent
Pepper,Upper West,Minor,Cayenne,Planting,Evening,Clay Loam,6.43,5.25,57,47,Moderate,961,31.4,75,5.6,125,82,135,Ammonium Sulphate,Band Placement,22193,None,Pepper,Medium,Medium,13,4.6,2052,8.0,28000.0,632,456,3140,24860.0,91.96,Excellent
Cassava,Savannah,Minor,Ampong,Vegetative,Morning,Sandy Loam,6.45,2.81,99,57,Moderate,966,32.4,45,8.8,99,36,89,Ammonium Sulphate,Broadcast,20696,Sprinkler,Rice,High,High,20,9.42,1344,11.72,10548.0,868,554,2766,7782.0,95.88,Excellent
Yam,Upper West,Minor,Lariboko,Flowering,Afternoon,Clay Loam,6.9,3.1,52,71,Moderate,920,34.0,51,8.7,109,79,113,NPK 23-10-10,Broadcast,22116,Drip,Yam,Low,Low,19,9.57,1806,10.0,22000.0,1081,542,3429,18571.0,92.94,Excellent
Cocoa,Central,Minor,Amelonado,Harvest,Evening,Sandy,6.29,1.09,70,57,High,1446,28.4,62,7.8,93,39,107,Ammonium Sulphate,Band Placement,21957,None,Cocoa,Medium,Low,21,12.75,1434,1.24,22320.0,558,533,2525,19795.0,95.8,Excellent
Pepper,Western,Major,Legon 18,Planting,Evening,Loam,6.25,4.9,47,62,Moderate,1709,23.9,59,5.9,124,71,120,NPK 23-10-10,Side Dressing,25160,Flood,Pepper,High,High,9,12.2,1890,8.0,28000.0,455,424,2769,25231.0,96.9,Excellent
Onion,Upper East,Minor,Red Creole,Harvest,Afternoon,Sandy Loam,6.16,2.88,76,83,Moderate,845,39.1,77,9.2,130,62,68,NPK 23-10-10,Side Dressing,23676,Flood,Pepper,Low,High,13,12.4,1560,12.0,33600.0,868,182,2610,30990.0,92.0,Excellent
Cassava,North East,Minor,Afisiafi,Planting,Afternoon,Sandy Loam,5.86,2.48,100,60,Moderate,937,37.1,65,7.9,77,61,90,Urea,Band Placement,23881,None,Yam,High,Low,11,6.46,1368,10.44,9396.0,641,284,2293,7103.0,91.24,Excellent
Plantain,North East,Minor,Oniaba,Fruiting,Evening,Clay Loam,6.75,3.53,75,52,Moderate,971,34.5,55,9.2,209,99,263,Urea,Band Placement,18876,Sprinkler,Groundnut,High,Low,14,2.5,3426,12.0,15600.0,959,455,4840,10760.0,94.06,Excellent
Groundnut,Bono,Minor,Nkate SARI,Vegetative,Evening,Clay Loam,6.48,3.18,88,32,Moderate,1290,23.9,46,7.0,52,74,41,Urea,Broadcast,21294,None,Pepper,Low,Medium,7,4.02,1002,2.63,11046.0,965,425,2392,8654.0,90.44,Excellent
Rice,Ashanti,Major,AGRA Rice,Vegetative,Afternoon,Sandy,5.47,2.19,50,30,High,1442,26.6,88,7.5,68,66,41,NPK 15-15-15,Band Placement,21819,Drip,Soybean,High,High,29,1.51,1050,2.5,11250.0,762,150,1962,9288.0,77.1,Good
Groundnut,Northern,Major,Yenyawoso,Planting,Morning,Sandy Loam,5.82,2.49,79,82,Moderate,1134,35.9,79,5.9,34,79,46,NPK 23-10-10,Broadcast,20833,None,Pepper,Medium,Low,16,10.04,954,1.6,6720.0,877,442,2273,4447.0,93.48,Excellent
Rice,Savannah,Major,Jasmine,Vegetative,Morning,Loam,6.92,3.77,92,33,Moderate,1011,35.5,68,9.6,90,75,75,Ammonium Sulphate,Side Dressing,21534,Drip,Onion,High,High,15,3.17,1440,2.6,11700.0,420,166,2026,9674.0,88.2,Good
Rice,Savannah,Major,NERICA,Fruiting,Morning,Clay Loam,6.0,5.43,96,37,Moderate,927,29.8,59,8.7,63,36,56,Urea,Broadcast,19605,None,Onion,Medium,High,27,6.99,930,2.51,11295.0,686,205,1821,9474.0,89.18,Good
Soybean,Upper West,Minor,Anidaso,Planting,Morning,Sandy Loam,6.97,2.38,97,82,Moderate,895,33.4,77,8.0,25,84,43,NPK 23-10-10,Broadcast,31451,Drip,Rice,High,Medium,21,4.06,912,2.0,10000.0,1089,236,2237,7763.0,92.96,Excellent
Groundnut,Bono,Major,Yenyawoso,Fruiting,Afternoon,Sandy Loam,6.07,3.12,71,56,Moderate,1170,24.7,46,7.7,26,45,32,Ammonium Sulphate,Broadcast,31031,None,Pepper,High,Low,11,6.96,618,1.5,6300.0,1060,247,1925,4375.0,93.28,Excellent
Pepper,Bono East,Major,Cayenne,Planting,Morning,Sandy,6.1,2.43,48,74,High,1135,27.2,68,6.0,164,81,93,NPK 23-10-10,Band Placement,20937,Flood,Tomato,Medium,High,4,0.95,2028,8.0,28000.0,535,321,2884,25116.0,88.4,Good
Plantain,Upper West,Minor,Oniaba,Vegetative,Morning,Clay,5.54,2.13,64,20,Low,866,36.1,61,8.9,160,67,236,Urea,Broadcast,24797,Flood,Onion,Medium,Medium,10,10.74,2778,12.0,15600.0,1159,273,4210,11390.0,85.22,Good
Cassava,Savannah,Minor,Ampong,Flowering,Afternoon,Clay Loam,6.22,3.75,61,73,Moderate,1116,35.5,82,9.7,118,21,61,NPK 23-10-10,Band Placement,21988,Flood,Maize,Medium,High,8,5.2,1200,10.0,9000.0,536,468,2204,6796.0,87.36,Good
Maize,Volta,Minor,Obatanpa,Vegetative,Morning,Sandy Loam,6.03,2.35,74,60,Moderate,1225,26.2,73,9.2,105,78,16,Ammonium Sulphate,Band Placement,25883,None,Rice,High,Low,22,8.32,1194,3.5,11200.0,671,172,2037,9163.0,89.02,Good
Rice,Eastern,Major,NERICA,Fruiting,Afternoon,Clay Loam,6.83,4.24,65,45,Moderate,1500,26.2,91,6.4,122,73,59,NPK 23-10-10,Broadcast,24027,Flood,Tomato,Medium,High,15,10.98,1524,3.02,13590.0,472,345,2341,11249.0,89.36,Good
Maize,Volta,Major,Omankwa,Vegetative,Morning,Loam,6.97,4.58,58,39,Moderate,1583,25.9,53,9.2,151,84,23,NPK 23-10-10,Broadcast,29794,None,Rice,Medium,Medium,20,10.09,1548,3.5,11200.0,571,496,2615,8585.0,86.08,Good
Tomato,Bono East,Minor,Pectomech,Vegetative,Afternoon,Clay,6.27,3.51,95,77,Low,1187,31.5,86,7.0,174,64,97,NPK 15-15-15,Band Placement,28302,None,Onion,High,Low,15,1.73,2010,19.41,48525.0,1030,249,3289,45236.0,88.02,Good
Cowpea,Upper East,Minor,Songotra,Harvest,Morning,Clay Loam,6.16,3.42,99,32,Moderate,701,34.0,53,6.8,6,69,41,NPK 15-15-15,Side Dressing,31250,Flood,Pepper,High,Low,13,13.99,696,1.2,5760.0,775,194,1665,4095.0,93.68,Excellent
Onion,Oti,Minor,Texas Grano,Fruiting,Morning,Clay Loam,6.82,3.29,47,62,Moderate,1506,30.1,86,9.6,90,42,113,Ammonium Sulphate,Band Placement,31969,Flood,Soybean,High,Low,27,5.27,1470,12.0,33600.0,1013,277,2760,30840.0,88.3,Good
Cassava,Bono East,Minor,Ampong,Planting,Morning,Loam,6.71,3.33,46,38,Moderate,1090,27.9,63,8.5,122,63,61,Ammonium Sulphate,Side Dressing,24613,Flood,Cassava,High,Low,11,11.17,1476,10.0,9000.0,698,530,2704,6296.0,85.76,Good
Maize,Western North,Minor,Abontem,Planting,Afternoon,Clay Loam,7.27,4.55,94,80,Moderate,1716,23.9,95,8.2,132,45,29,NPK 23-10-10,Broadcast,30875,None,Plantain,High,Medium,22,7.72,1236,4.64,14848.0,571,408,2215,12633.0,92.56,Excellent
Cassava,Upper East,Minor,Bankye Hemaa,Fruiting,Morning,Clay Loam,6.65,4.2,89,38,Moderate,700,36.7,63,5.1,58,64,87,NPK 15-15-15,Side Dressing,30053,None,Soybean,High,Medium,2,8.23,1254,10.0,9000.0,1004,491,2749,6251.0,87.7,Good
Plantain,Ahafo,Major,Oniaba,Vegetative,Evening,Clay,5.78,2.06,88,66,Low,1345,25.6,75,6.2,210,112,233,NPK 23-10-10,Side Dressing,18137,None,Plantain,Low,Medium,27,0.94,3330,15.54,20202.0,498,387,4215,15987.0,90.3,Excellent
Plantain,Bono East,Major,Oniaba,Vegetative,Morning,Sandy,5.82,2.42,77,54,High,1017,26.1,67,7.0,195,104,272,NPK 23-10-10,Broadcast,26806,Flood,Pepper,High,Medium,1,6.78,3426,12.0,15600.0,1055,345,4826,10774.0,92.06,Excellent
Groundnut,Upper East,Major,Nkate SARI,Planting,Evening,Clay,6.91,2.85,51,63,Low,972,38.2,83,8.4,15,39,40,NPK 15-15-15,Broadcast,18726,Sprinkler,Groundnut,Medium,High,27,14.87,564,1.5,6300.0,1174,533,2271,4029.0,91.78,Excellent
Maize,Northern,Major,Obatanpa,Planting,Evening,Loam,6.15,4.68,79,51,Moderate,1170,35.7,93,7.5,138,52,51,Urea,Side Dressing,20931,Flood,Onion,Medium,Low,9,2.36,1446,3.5,11200.0,1176,240,2862,8338.0,93.02,Excellent
Onion,Ahafo,Major,Red Creole,Vegetative,Morning,Sandy Loam,6.69,3.09,51,72,Moderate,1483,23.0,48,6.6,81,75,108,NPK 15-15-15,Broadcast,29360,Flood,Tomato,Medium,High,20,4.2,1584,12.0,33600.0,1049,323,2956,30644.0,88.24,Good
Yam,Bono East,Minor,Pona,Harvest,Morning,Clay,6.79,3.75,97,41,Low,1025,27.2,73,7.9,67,57,120,Ammonium Sulphate,Broadcast,22634,Drip,Groundnut,Medium,High,18,14.62,1464,10.97,24134.0,535,446,2445,21689.0,93.4,Excellent
Yam,Central,Major,Pona,Vegetative,Morning,Clay,5.74,3.21,84,42,Low,1669,29.4,48,5.2,128,68,115,NPK 23-10-10,Band Placement,30658,None,Yam,Low,High,18,14.49,1866,16.09,35398.0,540,590,2996,32402.0,92.3,Excellent
Groundnut,Northern,Major,Nkate SARI,Flowering,Afternoon,Sandy,6.45,1.04,67,22,High,918,34.6,86,5.0,2,85,50,NPK 15-15-15,Broadcast,20902,Sprinkler,Yam,Medium,Medium,1,5.79,822,1.5,6300.0,505,441,1768,4532.0,90.36,Excellent
Pepper,Volta,Major,Bird Eye,Vegetative,Morning,Sandy Loam,6.23,2.58,83,25,Moderate,1457,29.7,51,5.5,116,72,88,Urea,Side Dressing,20338,Flood,Tomato,High,Low,10,2.08,1656,12.31,43085.0,905,403,2964,40121.0,93.08,Excellent
Pepper,Western,Major,Cayenne,Harvest,Afternoon,Clay Loam,6.79,5.03,51,35,Moderate,2057,26.5,49,6.7,165,94,127,NPK 15-15-15,Band Placement,23572,Drip,Onion,Low,Low,20,11.09,2316,9.69,33915.0,702,488,3506,30409.0,77.36,Good
Pepper,Volta,Major,Bird Eye,Harvest,Morning,Loam,7.15,3.12,48,49,Moderate,1338,27.2,75,9.7,146,91,117,Urea,Broadcast,26874,Drip,Plantain,Medium,High,22,7.77,2124,8.1,28350.0,532,484,3140,25210.0,91.24,Excellent
Plantain,Bono,Major,Apem,Flowering,Evening,Sandy Loam,6.14,3.64,59,72,Moderate,1254,25.0,75,8.4,194,98,268,NPK 15-15-15,Band Placement,25663,Drip,Onion,High,High,1,13.23,3360,12.0,15600.0,1169,545,5074,10526.0,93.92,Excellent
Rice,Bono East,Major,AGRA Rice,Harvest,Morning,Loam,7.01,3.26,59,74,Moderate,1218,26.8,61,9.1,105,61,54,Urea,Broadcast,18608,Drip,Tomato,High,Low,27,11.9,1320,2.57,11565.0,486,298,2104,9461.0,95.96,Excellent
Groundnut,Savannah,Minor,Nkate SARI,Harvest,Evening,Clay Loam,6.11,5.46,84,80,Moderate,1116,28.7,57,10.0,18,60,29,Urea,Band Placement,26270,Sprinkler,Cocoa,Low,Medium,27,7.65,642,1.5,6300.0,995,575,2212,4088.0,94.96,Excellent
Maize,Bono East,Major,Omankwa,Planting,Afternoon,Clay,5.97,2.14,78,68,Low,1255,24.6,84,6.1,104,47,28,Urea,Side Dressing,26108,Sprinkler,Groundnut,Low,Low,10,12.15,1074,3.5,11200.0,871,477,2422,8778.0,92.1,Excellent
Maize,Upper West,Major,Abontem,Harvest,Evening,Clay Loam,6.84,5.2,78,46,Moderate,842,35.8,51,8.8,89,59,58,Ammonium Sulphate,Band Placement,19437,Drip,Groundnut,Low,Low,25,11.99,1236,3.5,11200.0,575,253,2064,9136.0,90.96,Excellent
Plantain,Savannah,Major,Apem,Planting,Afternoon,Clay,6.87,2.23,58,59,Low,990,37.0,69,5.9,233,102,248,NPK 23-10-10,Side Dressing,20883,Sprinkler,Rice,High,Low,13,3.65,3498,12.0,15600.0,430,328,4256,11344.0,91.06,Excellent
Cowpea,Savannah,Major,Songotra,Harvest,Morning,Sandy Loam,6.79,3.6,73,38,Moderate,907,34.6,91,9.8,8,44,55,Urea,Broadcast,31120,Flood,Tomato,Medium,Medium,9,5.78,642,1.2,5760.0,585,240,1467,4293.0,93.62,Excellent
Maize,Bono East,Major,Omankwa,Flowering,Afternoon,Clay,6.01,2.96,99,41,Low,1195,32.0,81,9.6,142,77,36,Ammonium Sulphate,Broadcast,28388,Flood,Cowpea,High,High,22,3.46,1530,3.96,12672.0,457,520,2507,10165.0,91.58,Excellent
Groundnut,Western North,Major,Nkate SARI,Vegetative,Evening,Loam,6.64,3.22,53,57,Moderate,1841,25.0,92,9.2,4,35,27,NPK 15-15-15,Side Dressing,23780,Flood,Groundnut,Medium,High,8,9.52,396,1.5,6300.0,723,197,1316,4984.0,78.58,Good
Onion,Bono,Minor,Red Creole,Harvest,Afternoon,Sandy,5.83,1.1,98,24,High,1240,28.7,66,6.4,119,43,99,Ammonium Sulphate,Side Dressing,26561,Flood,Onion,Medium,Medium,24,6.95,1566,16.49,46172.0,607,511,2684,43488.0,93.02,Excellent
Pepper,North East,Major,Cayenne,Vegetative,Morning,Sandy Loam,6.65,3.44,92,28,Moderate,862,27.5,58,7.9,133,47,133,Ammonium Sulphate,Band Placement,29758,Flood,Groundnut,High,Medium,15,13.07,1878,8.72,30520.0,665,573,3116,27404.0,90.26,Excellent
